pl_name,hostname,pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,pl_eqt,pl_insol,st_teff,st_rad,st_mass,st_age,st_spectype,disc_year
HD 11506 c,HD 11506,14.0,127.1313628,0.771,0.228,374.44,3.6537,6123.0,1.24,1.22,2.5,G0 V,2008.0
TOI-5542 b,TOI-5542,11.30986153,419.53349724,0.332,0.018,441.0,9.6,5700.0,1.058,0.89,10.8,G3 V,2022.0
Kepler-960 b,Kepler-960,2.29,5.86,0.03807,0.0,1391.0,129.223,4755.0,0.72,0.77,3.63,,2016.0
Kepler-261 c,Kepler-261,2.0,4.66,0.156,0.0,505.0,14.512,5098.0,0.794,0.834,0.87,,2014.0
Kepler-348 b,Kepler-348,1.52,2.92,0.076,0.0,1196.0,438.942,6177.0,1.359,1.189,2.29,,2014.0
18 Del b,18 Del,12.5,2926.24614325,2.476,0.024,452.72,7.0173,4980.0,8.8,2.1,1.1,G6 III,2008.0
HD 208897 b,HD 208897,13.7,379.48711796,1.063,0.02,507.24,10.8876,4860.0,4.98,1.25,,K0,2017.0
Kepler-1386 b,Kepler-1386,1.24,2.07,0.068,0.0,1011.0,196.533,5733.0,1.03,1.02,5.01,,2016.0
Kepler-528 b,Kepler-528,2.08,4.98,0.14219,0.0,708.0,68.971,5807.0,1.06,1.01,5.5,,2016.0
TOI-5573 b,TOI-5573,9.75,112.0,0.0712,0.072,528.0,12.92,3790.0,0.594,0.619,9.7,,2025.0
HATS-26 b,HATS-26,19.61575,206.5895,0.04735,0.245,1918.0,2236.5716,6071.0,2.04,1.299,4.04,F,2016.0
Kepler-1533 b,Kepler-1533,3.46,11.8,0.93416,0.0,330.0,4.786,6431.0,1.51,1.31,2.19,,2016.0
Kepler-102 c,Kepler-102,0.567,1.7,0.06702,0.094,777.0,61.0,4909.0,0.724,0.803,1.1,,2014.0
Kepler-215 e,Kepler-215,1.75,3.71,0.314,0.0,405.0,7.444,5739.0,1.027,0.788,1.62,,2014.0
Kepler-394 b,Kepler-394,1.6,3.19,0.083,0.0,1035.0,164.78,6402.0,1.132,0.87,0.25,,2014.0
Kepler-820 b,Kepler-820,6.09,30.8,0.56004,0.0,554.0,16.228,6260.0,1.36,1.23,2.63,,2016.0
K2-259 b,K2-259,2.32,5.99,0.1271,,795.0,90.9529,6059.0,1.13,1.14,,,2018.0
Kepler-1942 b,Kepler-1942,2.1170287,5.13,0.0516,0.0,1012.0,247.34,5834.0,0.797,0.852,,,2021.0
Kepler-416 c,Kepler-416,2.352,6.13,0.10454,0.0,791.0,93.072,5718.0,1.075,1.0,2.69,,2014.0
Kepler-401 c,Kepler-401,2.15,5.27,0.269,0.0,598.0,51.996,6117.0,1.333,1.173,3.55,,2014.0
HD 202206 c,HD 202206,12.2,5689.157,2.41,0.22,182.65,0.1866,5766.0,1.04,1.07,2.9,G6 V,2004.0
Kepler-769 c,Kepler-769,1.79,3.86,0.1297,0.0,803.0,86.761,6186.0,1.28,1.19,2.88,,2016.0
KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L,3.76,13.6,3.2,,,,,,0.57,,,2024.0
Kepler-417 b,Kepler-417,2.31,11.0,0.1006,0.0,671.0,43.624,5177.0,0.806,0.9,4.9,,2014.0
Kepler-1483 b,Kepler-1483,1.52,2.92,0.0958,0.0,1131.0,265.018,6337.0,1.4,1.25,2.4,,2016.0
HD 13931 b,HD 13931,13.2,889.9195396,5.15,0.02,139.38,0.0592,5867.0,1.25,1.3,8.4,G0,2009.0
Kepler-608 b,Kepler-608,3.64,12.9,0.0685,0.0,1069.0,270.162,5820.0,1.01,1.0,3.8,,2016.0
Kepler-59 b,Kepler-59,1.1,4.1,0.09943,0.0,864.0,187.51,6074.0,0.94,1.04,0.26,,2012.0
GJ 433 b,GJ 433,2.33,6.043,0.062,0.04,473.94,5.2029,3461.0,0.5,0.48,,M2V,2013.0
Kepler-193 b,Kepler-193,2.39,6.3,0.106,0.0,979.0,117.303,6335.0,1.147,1.051,0.3,,2014.0
Kepler-888 b,Kepler-888,1.76,3.75,0.31481,0.0,417.0,7.854,5875.0,0.9,0.97,1.48,,2016.0
NGTS-3 A b,NGTS-3 A,16.58932,756.4354,0.023,,1434.44,1000.5679,5600.0,0.93,1.017,,G6 V,2018.0
Kepler-1972 b,Kepler-1972,0.802,2.02,0.08006,0.067,1084.0,341.3,5818.0,1.384,1.12,7.4,,2022.0
HD 86065 b,HD 86065,12.5,2877.30056857,15.947,0.219,52.56,0.0013,4927.56,0.780347,0.81,,,2022.0
Kepler-799 c,Kepler-799,2.78068551,8.15,0.1214,0.0,893.0,150.25,5588.0,1.593,1.031,0.5,,2021.0
EPIC 206024342 b,EPIC 206024342,1.7,3.53,,,,,5724.0,0.823,0.928,,,2019.0
HD 171028 b,HD 171028,13.2,832.7146,1.32,0.59,374.07,3.1028,5671.0,2.47,1.53,8.59,G0,2007.0
Kepler-228 d,Kepler-228,4.04,15.4,0.101,0.0,835.0,122.778,6043.0,1.014,1.006,6.76,,2014.0
HIP 19976 b,HIP 19976,4.94,21.61233168,0.234,0.304,378.1,3.4055,4316.0,0.772319,0.67,,,2022.0
HD 89744 b,HD 89744,12.6,2653.8805,0.917,0.677,462.62,7.4311,6291.0,2.13257,1.86,1.88,F7 V,1999.0
HD 96992 b,HD 96992,13.7,362.3262,1.24,0.41,557.72,19.1936,4725.0,7.43,0.96,,K0,2021.0
Kepler-1875 b,Kepler-1875,3.22686692,10.5,0.2039,0.0,559.0,23.05,6161.0,0.862,0.95,0.3,,2021.0
Kepler-326 d,Kepler-326,1.21,6.9,0.066,0.0,781.0,180.644,5105.0,0.801,0.91,13.18,,2014.0
bet Pic b,bet Pic,18.49485,3727.8093857,10.018,0.106,1612.0,0.0894,8038.68,1.54416,1.795,0.0165,A5V,2008.0
Kepler-1642 b,Kepler-1642,3.2,10.3,0.1016,0.0,895.0,39.915,5355.0,0.84,0.88,4.47,,2016.0
K2-355 b,K2-355,2.25,5.69,0.0632,,1066.0,192.2722,5790.0,0.92,0.96,,,2021.0
K2-231 b,K2-231,2.5,6.8,,,,,5695.0,0.95,1.01,3.0,,2018.0
Kepler-125 c,Kepler-125,0.74,0.33,0.051,0.0,529.0,16.81,3810.0,0.512,0.542101,1.09,M1 V,2014.0
HD 33142 c,HD 33142,13.9,282.86728223,1.955,0.081,353.91,2.619,5025.4,4.17,1.52,2.72,K0 III,2016.0
Kepler-174 c,Kepler-174,1.49,2.83,0.214,0.0,377.0,5.296,4880.0,0.622,0.602,4.9,,2014.0
K2-162 b,K2-162,1.44,2.67,0.0795,,631.0,34.8621,4842.0,0.69,0.75,,,2018.0
WASP-1 b,WASP-1,16.623,271.415,0.03889,0.0,1812.0,2121.5175,6110.0,1.47,1.24,3.4,F7 V,2007.0
Wendelstein-1 b,Wendelstein-1,11.5609626,188.15536,0.0282,0.012,2198.0,113.6142,4251.0,0.61,0.65,,K7 V,2020.0
Kepler-1752 b,Kepler-1752,4.54060463,18.7,0.2698,0.0,419.0,7.29,5446.0,0.821,0.824,7.2,,2021.0
KOI-351 f,KOI-351,2.88,8.65,0.48,0.0,407.0,6.796,6080.0,1.2,1.2,0.53,,2013.0
K2-138 d,K2-138,2.39,7.92,0.05893,0.043,888.0,160.0,5356.3,0.863,0.935,2.8,G8 V,2017.0
Kepler-1615 b,Kepler-1615,2.06,4.9,0.2788,0.0,658.0,31.171,5865.0,1.05,1.04,3.89,,2016.0
Kepler-1289 b,Kepler-1289,1.52,2.92,0.0785,0.0,1113.0,223.442,6080.0,1.17,1.1,2.95,,2016.0
HD 34445 g,HD 34445,13.6,120.6,6.36,0.032,131.09,0.0497,5836.0,1.38,1.07,8.5,G0 V,2017.0
WASP-41 b,WASP-41,12.3299,270.1555,0.04022,0.0,1244.0,344.149,5545.0,0.83,0.81,1.2,,2011.0
TOI-1136 d,TOI-1136,4.627,8.35,0.1062,0.042,843.0,626.362,5770.0,0.968,1.022,0.7,,2022.0
Kepler-963 c,Kepler-963,0.6,0.156,,,,,5169.47,0.928,0.821,13.2,G,2024.0
Kepler-327 d,Kepler-327,1.73,3.64,0.09,0.0,387.0,7.59,3799.0,0.492,0.591913,3.28,,2014.0
Kepler-722 c,Kepler-722,2.82,8.35,0.4471,0.0,401.0,5.48,5863.0,1.05,1.03,4.37,,2016.0
K2-415 b,K2-415,1.015,7.5,0.027,,412.4,4.82,3173.0,0.1965,0.1635,,M5 V,2023.0
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,12.5,3248.20631954,2.77,,,,,,0.92,,G,2022.0
TOI-1803 b,TOI-1803,2.99,10.32,0.06,0.0,747.0,58.0,4687.0,0.715,0.756,1.4,,2025.0
K2-169 b,K2-169,1.27328671,2.16,,,,,5548.0,0.919053,0.986144,,,2018.0
HD 203030 b,HD 203030,14.4595851,3496.112477,487.1,,1040.0,0.0,5603.0,0.856458,0.94,0.1,G8 V,2006.0
TOI-2485 b,TOI-2485,12.1393261,766.60211768,0.1093,0.0341,1134.0,275.6,6016.4,1.72,1.163,6.0,,2024.0
HD 164922 b,HD 164922,13.3,116.0,2.16,0.08,159.4,0.1578,5390.0,0.946,0.926,9.58,G9 V,2005.0
HATS-28 b,HATS-28,13.383546,213.58176,0.04131,0.202,1253.0,407.8485,5498.0,0.922,0.929,6.2,G,2016.0
Kepler-1186 b,Kepler-1186,2.23,5.6,0.1281,0.0,724.0,85.385,5635.0,0.93,0.95,4.47,,2016.0
Kepler-342 d,Kepler-342,2.49,6.76,0.242,0.0,658.0,44.828,6175.0,1.472,1.213,2.82,,2014.0
HD 108236 b,HD 108236,1.615,3.24,0.04527,0.045,1099.0,312.1807,5660.0,0.877,0.869,6.7,G3 V,2020.0
TOI-1758 b,TOI-1758,3.62,6.9,0.141409,0.0,551.44,21.05,5169.0,0.81,0.88,7.5,,2024.0
HD 98649 b,HD 98649,12.5,3082.9355479,5.97,0.852,114.22,0.0272,5759.0,1.01,0.97,4.44,G3/G5 V,2012.0
HR 858 d,HR 858,2.001,7.1,0.1046,0.0,1061.0,217.0,6354.0,1.258,1.204,2.0,F6 V,2019.0
HD 59686 A b,HD 59686 A,12.7,2199.3836,1.086,0.05,783.08,56.2338,4658.0,13.2,1.9,1.73,K2 III,2016.0
Kepler-979 b,Kepler-979,2.72,7.85,0.0753,0.0,792.0,77.841,5310.0,0.83,0.87,4.57,,2016.0
KMT-2024-BLG-2242L b,KMT-2024-BLG-2242L,3.82,13.98444991,0.89,,,,,,0.069,,,2025.0
TOI-1135 b,TOI-1135,9.91994792,58.79825529,0.0815,0.062,1171.0,310.0,6320.0,1.202,1.119,3.3,G0,2024.0
TOI-270 b,TOI-270,1.28,1.48,0.03197,0.0167,600.0,131.7935,3506.0,0.38,0.386,,M3 V,2019.0
TOI-2193 A b,TOI-2193 A,19.83989584,298.75870258,0.03319,0.0,1763.0,1600.0,5966.0,1.248,1.082,5.5,,2022.0
Kepler-1492 b,Kepler-1492,1.49,2.83,0.1262,0.0,801.0,11.523,4712.0,0.72,0.77,2.82,,2016.0
K2-16 b,K2-16,2.02,4.74,0.0667,,658.0,44.5,4742.0,0.66,0.68,,K3 V,2015.0
Kepler-304 b,Kepler-304,2.86,8.55,0.039,0.0,875.0,139.146,4731.0,0.687,0.737,2.09,,2014.0
TOI-1416 b,TOI-1416,1.62,3.48,0.019,0.0,1517.0,883.0,4884.0,0.793,0.798,6.9,G9 V,2023.0
K2-2016-BLG-0005L b,K2-2016-BLG-0005L,13.7,349.6112477,4.16,,,,,,0.584,,,2023.0
DS Tuc A b,DS Tuc A,5.7,413.179,,0.0,850.0,115.8276,5428.0,0.964,1.01,0.045,G6 V,2019.0
HATS-74 A b,HATS-74 A,11.56766808,464.02947422,0.02384,0.044,895.1,106.9,3776.9,0.5758,0.601,11.0,,2021.0
TOI-4479 b,TOI-4479,2.82,8.35,0.0164,,861.0,92.5,3400.0,0.451,0.452,,M3.0,2022.0
Kepler-222 d,Kepler-222,3.69,13.2,0.18,0.0,522.0,15.087,5433.0,0.869,0.933,1.17,,2014.0
Kepler-1568 b,Kepler-1568,1.3,2.24,0.15157,0.0,729.0,72.568,5956.0,1.19,1.09,4.57,,2016.0
Kepler-1207 b,Kepler-1207,1.62,3.26,0.1156,0.0,802.0,352.508,5909.0,1.06,1.06,3.63,,2016.0
HATS-23 b,HATS-23,20.84874,467.2101,0.03397,0.114,1654.0,994.8004,5780.0,1.199,1.121,4.2,G V,2017.0
Kepler-1636 b,Kepler-1636,3.23,10.5,1.12191,0.0,248.0,1.217,5797.0,1.02,1.01,3.98,,2016.0
K2-207 b,K2-207,2.60585269,7.3,,,,,5522.0,0.928158,0.941851,,,2018.0
K2-52 b,K2-52,18.0,,0.054,,2004.0,1124.0,7147.0,2.192,1.691,,,2016.0
Kepler-1822 b,Kepler-1822,2.64755943,7.5,0.1416,0.0,507.0,15.65,5165.0,0.702,0.782,0.8,,2021.0
HD 28678 b,HD 28678,13.5,490.09386,1.18,0.149,561.84,16.4464,4972.0,6.48,1.53,1.8,G8 IV,2011.0
HD 189733 b,HD 189733,12.66617,359.1479,0.03126,0.0,1209.0,356.0,5052.0,0.75,0.79,1.4,K2 V,2005.0
Kepler-164 c,Kepler-164,2.73,7.9,0.097,0.0,881.0,131.487,5888.0,1.148,1.036,0.62,,2014.0
HD 20781 b,HD 20781,1.21,1.93,0.0529,0.1,1006.1,175.0994,5256.0,0.833609,0.7,,K0 V,2019.0
Kepler-712 b,Kepler-712,3.41,11.5,0.13615,0.0,521.0,15.801,5148.0,0.78,0.84,3.31,,2016.0
Kepler-208 c,Kepler-208,1.39,2.51,0.079,0.0,1141.0,300.165,6092.0,1.314,1.082,4.68,,2014.0
TIC 38828280 b,TIC 38828280,2.62701629,7.4,,,,,5046.63,0.741147,0.84,,,2026.0
K2-192 b,K2-192,1.52,2.92,0.049,,939.0,181.7191,5222.0,0.81,0.9,,,2018.0
Kepler-1123 b,Kepler-1123,1.67,3.43,0.0497,0.0,1061.0,190.016,5500.0,0.9,0.93,5.13,,2016.0
BEBOP-4 AB b,BEBOP-4 A,,8358.8871041,3.634,0.428,239.44,0.5477,5701.43,2.75645,1.507,,G3 V,2025.0
HD 114082 b,HD 114082,11.2089807,2542.627256,0.5109,0.395,547.7,14.6733,6651.0,1.49,1.47,0.015,F3 V,2022.0
TOI-1238 b,TOI-1238,1.21,3.76,0.0139,0.25,1133.0,442.0,4089.0,0.58,0.59,0.8,K7/M0,2022.0
K2-282 b,K2-282,2.5,6.8,0.0499,,1057.0,245.0004,5499.0,1.0,0.94,,,2018.0
HD 121504 b,HD 121504,13.6,479.9233,0.33,0.03,523.32,14.2224,6027.0,1.07,1.62,1.2,G2 V,2003.0
Kepler-38 b,Kepler-38,4.3,122.0,0.4632,0.032,475.0,14.4568,5623.0,1.752,0.941,10.0,G4 V,2012.0
WASP-133 b,WASP-133,13.56289,368.6828,0.0345,0.17,1790.0,2054.7956,5700.0,1.44,1.16,6.8,G4,2016.0
HAT-P-1 b,HAT-P-1,14.784671,166.86075,0.05561,0.0,1322.0,259.687,5980.0,1.174,1.151,3.6,G0 V,2006.0
TIC 46432937 b,TIC 46432937,13.31626907,1017.0509024,0.02065,0.009,872.0,115.1312,3572.0,0.5299,0.563,7.4,,2024.0
Kepler-255 d,Kepler-255,1.32,2.3,0.0192,0.0,1710.0,1686.09,5431.0,0.86,0.9,4.37,,2016.0
HD 63454 b,HD 63454,12.31,79.4575,0.04,0.0,1018.06,159.9116,4812.0,0.77,0.42,1.0,K4 V,2005.0
HD 6718 b,HD 6718,13.3,762.7881768,3.53,0.06,148.94,0.0907,5746.0,1.02,0.96,,G5 V,2009.0
Kepler-167 b,Kepler-167,1.718,3.6,0.04825,0.0,918.0,122.502,4884.0,0.749,0.777,7.1,K4,2014.0
Kepler-483 b,Kepler-483,3.21,10.4,0.19471,0.0,755.0,61.495,6346.0,1.47,1.28,2.63,,2016.0
BD+20 594 b,BD+20 594,2.57807,22.2481,0.241,0.0,546.0,15.1513,5766.0,1.08,1.67,3.34,G,2016.0
TYC 0434-04538-1 b,TYC 0434-04538-1,12.7,1938.763,0.66,0.08,877.8,107.3772,4679.0,9.99,1.04,,,2021.0
Kepler-1243 b,Kepler-1243,1.75,3.71,0.1256,0.0,690.0,36.162,5667.0,0.94,0.96,4.37,,2016.0
HD 73534 b,HD 73534,13.7,353.42696,2.99,0.126,220.25,0.3721,4917.0,2.58,1.16,7.04,G5,2008.0
Kepler-1494 b,Kepler-1494,3.07,9.64,0.3982,0.0,415.0,9.113,5659.0,0.94,0.96,4.37,,2016.0
OGLE-2019-BLG-1470L AB c,OGLE-2019-BLG-1470L A,13.3,699.2224954,3.2,,,,,,0.57,,,2022.0
Kepler-186 e,Kepler-186,1.27,2.15,0.11,0.0,319.0,3.608,3788.0,0.472,0.478,4.0,M1,2014.0
24 Sex c,24 Sex,13.9,273.32,2.08,0.29,377.31,3.3719,5098.0,4.9,1.54,2.7,K0 IV,2010.0
TIC 87422071 b,TIC 87422071,10.8615023,409.99864503,0.106,0.124,1110.0,140.925,6150.0,1.489,1.239,3.5,,2026.0
GJ 3988 b,GJ 3988,1.74,3.69,0.0405,0.0,348.0,2.45,3273.0,0.19734,0.1842,,M4.5 V,2023.0
HD 9446 c,HD 9446,13.4,578.426,0.654,0.06,345.42,2.5718,5793.0,1.0,1.0,,G5 V,2009.0
KMT-2016-BLG-2321L b,KMT-2016-BLG-2321L,13.8,301.93698665,3.58,,,,,,0.73,,,2024.0
HD 35843 b,HD 35843,2.29,5.84,0.088,0.0,872.3,96.8492,5666.0,0.897,0.94,2.5,,2025.0
Kepler-116 b,Kepler-116,3.42,11.6,0.069,0.0,1251.0,594.451,6142.0,1.454,1.198,3.16,,2014.0
K2-284 b,K2-284,2.78,8.15,0.04771,0.078,653.0,42.6,4140.0,0.607,0.63,0.12,,2018.0
LP 714-47 b,LP 714-47,4.7,30.8,0.0417,0.04,700.0,38.5441,3950.0,0.584,0.59,,M0.0 V,2020.0
Kepler-1958 b,Kepler-1958,2.05124311,4.86,0.0856,0.0,806.0,99.6,5749.0,0.864,0.961,,,2021.0
HD 152581 b,HD 152581,13.4,594.02427,1.66,0.04,426.55,5.4072,5027.0,5.14,1.3,12.0,K0,2011.0
Kepler-74 b,Kepler-74,10.76,200.22,0.0781,0.0,1078.0,337.682,6000.0,1.12,1.18,0.8,F8 V,2013.0
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,13.2,890.0,0.8,,,,,,0.18,,,2019.0
K2-347 b,K2-347,2.41,6.39,,,640.0,,4599.0,0.63,0.66,,,2021.0
Kepler-87 c,Kepler-87,6.14,6.4,0.676,0.039,403.0,4.656,5600.0,1.82,1.1,7.5,,2013.0
Kepler-812 b,Kepler-812,3.55,12.3,0.1024,0.0,1163.0,421.917,6761.0,1.71,1.45,1.66,,2016.0
Kepler-80 e,Kepler-80,1.6,4.13,0.0491,0.0035,629.0,94.781,4540.0,0.678,0.73,2.0,K5,2014.0
K2-383 b,K2-383,1.564,3.07,,,,,5129.0,0.804,1.061,,,2022.0
TOI-2266 b,TOI-2266,1.54,2.99,0.02,,550.0,13.0,3200.0,0.24,0.23,0.3,M5.0+0.5-0.5,2024.0
WASP-23 b,WASP-23,10.783,280.95,0.0376,0.062,1076.55,317.4314,5150.0,0.765,0.78,6.2,,2010.0
Kepler-1265 b,Kepler-1265,1.35,2.39,0.0612,0.0,732.0,58.15,4630.0,0.69,0.71,5.25,,2016.0
NGTS-1 b,NGTS-1,14.90797,258.07796,0.0326,0.016,790.0,65.3,3916.0,0.573,0.617,,M0.5,2017.0
Kepler-686 b,Kepler-686,12.15,,0.0258,0.0,1539.0,2132.903,5649.0,0.92,0.94,4.47,,2016.0
Kepler-1187 b,Kepler-1187,2.61,7.32,0.1401,0.0,701.0,72.957,5975.0,1.09,1.06,3.39,,2016.0
K2-400 b,K2-400,1.163,1.67,,,,,3578.0,0.382,0.374,,M3,2022.0
Kepler-164 e,Kepler-164,4.24,16.7,0.4025,0.0,429.0,7.99,5888.0,1.097,0.966,0.62,,2023.0
Kepler-184 b,Kepler-184,2.36,6.17,0.092,0.0,780.0,70.361,5788.0,0.873,0.872,2.95,,2014.0
HD 332231 b,HD 332231,9.07303305,74.1,0.145,0.0,798.3,98.09,6128.0,1.266,1.1642,2.9,F8,2020.0
TOI-1199 b,TOI-1199,10.5140239,75.96098927,0.04988,0.03,1486.0,324.114,5710.0,1.45,1.23,4.2,,2024.0
TOI-4961 b,TOI-4961,12.34108775,572.0911326,0.0726,0.182,919.0,115.0,5380.0,0.912,0.912,8.0,,2025.0
Kepler-75 b,Kepler-75,11.77,3209.9,0.0818,0.57,767.0,106.484,5200.0,0.89,0.91,6.2,K0 V,2013.0
HD 39091 b,HD 39091,12.3,4481.3805387,3.28,0.642,172.74,0.1342,5998.0,1.17,1.07,3.92,G0 V,2001.0
HAT-P-3 b,HAT-P-3,10.53646,206.5895,0.03866,0.0,1189.0,176.587,5185.0,0.87,1.06,1.6,K1,2007.0
HD 30562 b,HD 30562,13.6,467.20775829,2.34,0.76,235.27,0.5147,5882.0,1.61,1.12,3.6,G2 IV,2009.0
Kepler-233 c,Kepler-233,2.71,7.8,0.287,0.0,390.0,6.195,5360.0,0.758,0.855,0.6,,2014.0
BD-10 3166 b,BD-10 3166,14.1,187.5197,0.04,0.02,1240.38,402.4216,5393.0,0.91,1.47,0.25,K0 V,2000.0
HAT-P-11 c,HAT-P-11,13.2,851.78013076,4.1,0.652,91.58,0.0161,4653.0,0.683,0.811,2.69,K4,2018.0
Kepler-1834 c,Kepler-1834,1.22,1.98,0.015,0.0,1541.0,1334.22,4821.0,0.788,0.765,12.2,,2023.0
Kepler-207 c,Kepler-207,1.5,2.86,0.044,0.0,1556.0,1742.715,5920.0,1.588,1.313,3.63,,2014.0
Kepler-118 c,Kepler-118,7.68,45.7,0.141,0.0,564.0,21.409,5274.0,1.094,0.811,13.9,,2014.0
HATS-55 b,HATS-55,14.022459,292.72143,0.05412,0.092,1367.0,355.909,6214.0,1.126,1.1955,0.4,,2019.0
Kepler-822 b,Kepler-822,1.77,3.78,0.04078,0.0,1239.0,535.188,5928.0,1.08,1.06,3.55,,2016.0
Kepler-292 e,Kepler-292,2.67,7.61,0.097,0.0,678.0,50.924,5299.0,0.826,0.865,5.13,,2014.0
Kepler-444 e,Kepler-444,0.546,0.1,0.0696,0.1,727.0,81.344,5046.0,0.752,0.758,11.23,K,2015.0
HD 183263 c,HD 183263,12.5,2958.98246917,5.585,0.051,134.6,0.057,5948.0,1.23,1.06,8.13,G2 IV,2008.0
Kepler-654 b,Kepler-654,2.07,4.94,0.11664,0.0,831.0,229.311,5865.0,1.11,1.04,5.37,,2016.0
91 Aqr b,91 Aqr,13.1,1017.0,0.7,0.027,891.73,100.506,4665.0,11.0,1.4,3.56,K0 III,2013.0
Kepler-864 b,Kepler-864,2.4,6.35,0.0687,0.0,1143.0,464.765,5754.0,1.0,1.0,4.68,,2016.0
Kepler-618 b,Kepler-618,2.6,7.27,0.0449,0.0,1296.0,677.569,5860.0,1.08,1.05,4.27,,2016.0
K2-405 b,K2-405,4.569,18.9,,,969.0,146.577,4927.0,0.765,1.034,,K0,2022.0
WASP-192 b,WASP-192,13.78707,731.009,0.0408,0.0,1620.0,471.142,5910.0,1.32,1.09,5.7,G0 V,2019.0
Kepler-1628 b,Kepler-1628,6.43,33.8,0.2952,0.0,240.0,0.79,3724.0,0.52,0.55,5.13,,2016.0
Kepler-944 b,Kepler-944,2.63,7.41,0.2288,0.0,459.0,20.174,5409.0,0.83,0.86,4.47,,2016.0
OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,4.73,20.1,2.2,,,,,,0.47,,,2022.0
HD 181720 b,HD 181720,14.0,127.132,1.85,0.26,249.06,0.5671,5736.0,1.5,1.03,,G1 V,2009.0
Kepler-322 b,Kepler-322,1.01,1.01,0.027,0.0,1373.0,735.179,5388.0,0.89,0.908,1.1,,2014.0
TOI-6677 b,TOI-6677,5.83507112,28.7,,,334.0,2.09,6572.28,1.57167,1.45,,,2026.0
Kepler-1394 b,Kepler-1394,1.39,2.51,0.05474,0.0,1947.0,2023.005,6481.0,2.55,1.64,1.91,,2016.0
HD 109246 b,HD 109246,13.9,273.3338,0.33,0.12,507.43,11.568,5844.0,1.07,1.2,,G0 V,2010.0
Kepler-1672 b,Kepler-1672,2.97022762,9.11,0.55374,0.0,423.0,4.4,6131.95,1.08841,1.16,4.19,,2020.0
TOI-5489 c,TOI-5489,1.28,2.18,,,536.0,13.8663,3547.0,0.42,0.41,,,2025.0
Kepler-1744 b,Kepler-1744,3.76754004,13.6,0.20945,0.0,532.0,21.0,5986.0,0.85,0.886,7.76,,2021.0
TOI-4515 b,TOI-4515,12.17,637.0,0.118,0.461,705.0,42.2987,5433.0,0.86,0.949,1.2,G8/G9,2024.0
Ross 176 b,Ross 176,1.84,4.57,0.0464,0.25,682.0,36.2,4041.0,0.569,0.577,3.0,K7 V,2025.0
CoRoT-31 b,CoRoT-31,16.36514,266.9772,0.0586,0.02,1664.86,727.7611,5700.0,2.15,1.25,4.7,G2 IV,2020.0
TOI-1775 b,TOI-1775,8.04728896,96.0,0.08,0.0,707.89,55.4426,5284.0,0.8288,0.9218,0.8,,2024.0
K2-73 c,K2-73,13.0,1142.0,,,186.1,0.285,5867.0,1.058,1.02,,,2025.0
HAT-P-18 b,HAT-P-18,11.153,62.61,0.0559,0.084,852.0,82.2407,4803.0,0.749,0.77,12.4,K2,2010.0
K2-350 c,K2-350,2.74,7.95,,,687.0,,5789.0,1.04,0.98,,,2016.0
Kepler-129 c,Kepler-129,2.52,43.0,0.39,0.2,525.0,17.554,5770.0,1.653,1.178,6.43,G4 V,2014.0
Kepler-1267 b,Kepler-1267,3.01,9.32,0.1057,0.0,774.0,86.469,6096.0,1.2,1.15,3.24,,2016.0
Kepler-1795 b,Kepler-1795,1.66301611,3.4,0.1002,0.0,520.0,17.3,4500.0,0.688,0.768,5.8,,2021.0
Kepler-903 c,Kepler-903,2.53,6.94,0.30249,0.0,462.0,24.791,5682.0,0.97,0.98,4.79,,2016.0
K2-312 c,HD 80653,12.8,1719.45168187,1.961,0.853,226.65,0.4519,5959.0,1.22,1.18,2.67,G2,2023.0
GJ 3293 c,GJ 3293,4.87,21.09,0.36175,0.11,176.62,0.17,3466.0,0.404,0.42,,M2.5,2015.0
TOI-5713 b,TOI-5713,1.77,3.78,0.06008,0.24,347.2,2.2554,3225.0,0.2992,0.2653,4.5,M3.5+/-0.5,2024.0
2MASS J03590986+2009361 b,2MASS J03590986+2009361,12.2,5720.911326,572.0,,2369.0,0.0,2943.0,0.289776,0.264996,,,2024.0
K2-285 b,K2-285,2.59,9.68,0.03817,0.0,1088.9,234.31,4975.0,0.787,0.83,,K2 V,2018.0
TOI-4184 b,TOI-4184,2.43,6.48,0.0336,,412.0,4.8,3238.0,0.2347,0.2109,6.7,M5.5+/-0.5,2023.0
Kepler-220 c,Kepler-220,1.57,3.09,0.076,0.0,586.0,37.321,4632.0,0.666,0.729,6.0,,2014.0
Kepler-880 b,Kepler-880,2.66,7.56,0.0915,0.0,1622.0,586.169,6761.0,1.74,1.46,1.66,,2016.0
HD 35843 c,HD 35843,2.54,11.32,0.25,0.153,479.0,11.3814,5666.0,0.897,0.94,2.5,,2025.0
HATS-68 b,HATS-68,13.809488,410.0007,0.05071,0.036,1741.0,1521.0,6147.0,1.748,1.351,3.02,,2018.0
Kepler-324 b,Kepler-324,1.14,2414.4,0.05,0.0,935.0,194.34,5194.0,0.84,0.901,3.39,,2014.0
Kepler-1547 b,Kepler-1547,0.9,0.666,0.01556,0.0,3186.0,5760.944,6078.0,1.18,1.12,3.39,,2016.0
